chr	trait.1	trait.2	start.1	end.1	start.2	end.2	overlap_start	overlap_end	overlap_len	frac_sum	jaccard	frac_small
chr1	ANL	S1Y_labellum	0	118.923254448536	40.8436629437429	48.0707832908858	40.8436629437429	48.0707832908858	7.2271203471429	0.05728972552676439	0.060771296418485034	1
chr1	ANL	S1Y_petal	0	118.923254448536	40.8436629437429	58.0257213091195	40.8436629437429	58.0257213091195	17.182058365376598	0.12624090867685994	0.14448022335961322	1
chr4	ANL	S1Y_petal	0.535871340374083	29.823884371406	8.42769452609775	27.6658647877998	8.42769452609775	27.6658647877998	19.238170261702052	0.3964492765822501	0.6568615713643113	1
chr4	ANL	S5_bract	0.535871340374083	29.823884371406	5.75428622195748	26.1016319259547	5.75428622195748	26.1016319259547	20.34734570399722	0.4099365094270488	0.6947328820988412	1
chr1	ANL	S5_labellum	0	118.923254448536	33.578721464302	48.0707832908858	33.578721464302	48.0707832908858	14.4920618265838	0.10862367403678957	0.12186062258206393	1
chr1	ANL	S5_petal	0	118.923254448536	35.8299267196203	59.0440671168088	35.8299267196203	59.0440671168088	23.214140397188494	0.16332183675087794	0.1952027003031136	1
chr1	ANL	S9_labellum	0	118.923254448536	40.8436629437429	52.1828797360261	40.8436629437429	52.1828797360261	11.339216792283203	0.08704899181069684	0.09534902862240661	1
chr1	ANL	S9_petal	0	118.923254448536	49.8173387571623	61.4481945915442	49.8173387571623	61.4481945915442	11.630855834381904	0.08908839261496403	0.09780135843335125	1
chr2	ANL	STAE	38.1277539239129	112.730484831628	0.545071631783923	95.9445214017259	38.1277539239129	95.9445214017259	57.816767477812995	0.34009426965786976	0.5153679594228509	0.7749953222132492
chr4	ANL	STAE	0.535871340374083	29.823884371406	12.9851272657353	26.4802465150859	12.9851272657353	26.4802465150859	13.495119249350598	0.3154308375765782	0.46077278219768386	1
chr2	ANL	STAL	38.1277539239129	112.730484831628	17.0482162934954	112.730484831628	38.1277539239129	112.730484831628	74.60273090771511	0.4381051246468689	0.7796923301205324	1
chr2	ANL	STATL	38.1277539239129	112.730484831628	31.7515297290852	42.4326536454264	38.1277539239129	42.4326536454264	4.3048997215135	0.050477311683373896	0.053160722017989125	0.4030380843094025
chr1	ANL	STAW	0	118.923254448536	34.0070192051692	59.6979779156267	34.0070192051692	59.6979779156267	25.6909587104575	0.1776516854689244	0.21602973135565556	1
chr2	ANL	STAW	38.1277539239129	112.730484831628	78.2333850415289	98.3785065029769	78.2333850415289	98.3785065029769	20.145121461448	0.21261823838451968	0.2700319574945302	1
chr1	ANL	STIW	0	118.923254448536	39.421506590683	118.923254448536	39.421506590683	118.923254448536	79.50174785785299	0.40066396338045124	0.6685130526112313	1
chr2	ANL	STIW	38.1277539239129	112.730484831628	87.4376648736552	112.730484831628	87.4376648736552	112.730484831628	25.29281995797281	0.25319265711822986	0.3390334328278206	1
chr1	ANL	STYL	0	118.923254448536	39.5847857523571	118.923254448536	39.5847857523571	118.923254448536	79.3384686961789	0.4001703780122413	0.6671400733530429	1
chr2	ANL	TUA	38.1277539239129	112.730484831628	0	92.6147952452788	38.1277539239129	92.6147952452788	54.4870413213659	0.3258452781529225	0.4833390134243337	0.730362557220155
chr1	ANL	VFN	0	118.923254448536	50.7410956171125	63.3049612729116	50.7410956171125	63.3049612729116	12.563865655799098	0.09555206354683002	0.10564683681134969	1
chr8	B3_petal	CLL	29.7654166759164	48.6426320060186	36.9263780194074	47.5677356084361	36.9263780194074	47.5677356084361	10.6413575890287	0.3604970205769015	0.5637143722177951	1
chr2	B3_petal	COL	2.39027566795576	32.2073524149975	21.2915419990313	39.2974645971716	21.2915419990313	32.2073524149975	10.915810415966202	0.22825440824354992	0.29576379921271156	0.6062344407219443
chr2	B3_petal	COLL	2.39027566795576	32.2073524149975	25.6790092917765	97.8154308592524	25.6790092917765	32.2073524149975	6.528343123221003	0.06403255632368429	0.0684132303493118	0.21894645067339483
chr8	B3_petal	H3_labellum	29.7654166759164	48.6426320060186	36.9263780194074	41.6974416005708	36.9263780194074	41.6974416005708	4.771063581163396	0.2017509857298981	0.2527419165238481	1
chr8	B3_petal	H4_bract	29.7654166759164	48.6426320060186	7.49668893382306	50.1258159152174	29.7654166759164	48.6426320060186	18.877215330102203	0.3069149395114289	0.4428243472670984	1
chr8	B3_petal	H4_labellum	29.7654166759164	48.6426320060186	10.9999726629396	41.6974416005708	29.7654166759164	41.6974416005708	11.9320249246544	0.24068786520584212	0.31698145489415924	0.6320860739257033
chr9	B3_petal	H4_labellum	1.37552578167463	10.4539259071313	1.37552578167463	7.0493859629238	1.37552578167463	7.0493859629238	5.67386018124917	0.38460954886147447	0.6249845901084645	1
chr8	B3_petal	H4_petal	29.7654166759164	48.6426320060186	30.119663844323	41.9028730812813	30.119663844323	41.9028730812813	11.7832092369583	0.3843133095298813	0.6242027243376528	1
chr9	B3_petal	H4_petal	1.37552578167463	10.4539259071313	1.0026333724508	8.16515661702292	1.37552578167463	8.16515661702292	6.789630835348289	0.41805694668062793	0.7183811960569911	0.9479384015254102
chr2	B3_petal	LABL	2.39027566795576	32.2073524149975	17.1717607381977	112.730484831628	17.1717607381977	32.2073524149975	15.0355916767998	0.11992419251567583	0.13626575289971474	0.5042610918688243
chr8	B3_petal	RALA	29.7654166759164	48.6426320060186	5.27410409109928	41.5950795950036	29.7654166759164	41.5950795950036	11.829662919087198	0.2143125117028143	0.27277068159414386	0.6266635577453654
chr2	B3_petal	RAST	2.39027566795576	32.2073524149975	19.6048807932008	110.526660008141	19.6048807932008	32.2073524149975	12.602471621796703	0.10437792806124443	0.11654238024225691	0.4226595292594214
chr9	B3_petal	S1B_bract	1.37552578167463	10.4539259071313	0	7.87612706967191	1.37552578167463	7.87612706967191	6.500601287997281	0.38341389371595397	0.6218334954490925	0.8253550546471912
chr8	B3_petal	S1B_labellum	29.7654166759164	48.6426320060186	7.49668893382306	42.3156153195737	29.7654166759164	42.3156153195737	12.550198643657303	0.2337262649162012	0.3050166725219169	0.6648331559604748
chr9	B3_petal	S1B_labellum	1.37552578167463	10.4539259071313	1.37552578167463	8.16515661702292	1.37552578167463	8.16515661702292	6.789630835348289	0.4278811184651144	0.747888476110404	1
chr8	B3_petal	S1B_petal	29.7654166759164	48.6426320060186	37.5728472066028	41.5950795950036	37.5728472066028	41.5950795950036	4.022232388400795	0.17564757184736768	0.2130733965823241	1
chr9	B3_petal	S1B_petal	1.37552578167463	10.4539259071313	1.37552578167463	8.16515661702292	1.37552578167463	8.16515661702292	6.789630835348289	0.4278811184651144	0.747888476110404	1
chr8	B3_petal	S1R_bract	29.7654166759164	48.6426320060186	9.08645758631888	51.6900356736486	29.7654166759164	48.6426320060186	18.877215330102203	0.3070424807619653	0.443089904125125	1
chr8	B3_petal	S1R_labellum	29.7654166759164	48.6426320060186	0.50434702352012994	42.8294993264242	29.7654166759164	42.8294993264242	13.0640826505078	0.21345714480925368	0.2713865409882691	0.6920556036501528
chr9	B3_petal	S1R_labellum	1.37552578167463	10.4539259071313	0	34.7317964304615	1.37552578167463	10.4539259071313	9.07840012545667	0.20722116856675685	0.26138584981151347	1
chr8	B3_petal	S1R_petal	29.7654166759164	48.6426320060186	36.9263780194074	41.6974416005708	36.9263780194074	41.6974416005708	4.771063581163396	0.2017509857298981	0.2527419165238481	1
chr9	B3_petal	S1R_petal	1.37552578167463	10.4539259071313	0.546937442979964	10.4539259071313	1.37552578167463	10.4539259071313	9.07840012545667	0.4781782623309535	0.916363247853479	1
chr2	B3_petal	S1U_bract	2.39027566795576	32.2073524149975	18.7298052779706	38.1277541239129	18.7298052779706	32.2073524149975	13.477547137026903	0.2738502515164439	0.3771264151620721	0.6947923847034043
chr8	B3_petal	S1U_bract	29.7654166759164	48.6426320060186	3.56816191215158	33.404859513084	29.7654166759164	33.404859513084	3.6394428371676	0.07471054198253466	0.0807428868179372	0.192795535439172
chr2	B3_petal	S1U_petal	2.39027566795576	32.2073524149975	1.34173894834407	49.654480535787	2.39027566795576	32.2073524149975	29.817076747041742	0.38163504514231267	0.6171679719950226	1
chr8	B3_petal	S1V_bract	29.7654166759164	48.6426320060186	4.42262194311178	32.4952084427474	29.7654166759164	32.4952084427474	2.7297917668309992	0.058142775058572446	0.06173204761707725	0.144607756975574
chr8	B3_petal	S1V_petal	29.7654166759164	48.6426320060186	29.7654166759164	48.6426320060186	29.7654166759164	48.6426320060186	18.877215330102203	0.5	1	1
chr8	B3_petal	S1Y_labellum	29.7654166759164	48.6426320060186	3.56816191215158	42.623276817785	29.7654166759164	42.623276817785	12.8578601418686	0.22194619290382375	0.28525815422992806	0.6811311900100567
chr9	B3_petal	S1Y_labellum	1.37552578167463	10.4539259071313	1.37552568167463	34.2180647122457	1.37552578167463	10.4539259071313	9.07840012545667	0.21656003677940747	0.2764219939574755	1
chr8	B3_petal	S1Y_petal	29.7654166759164	48.6426320060186	37.5728472066028	41.5950795950036	37.5728472066028	41.5950795950036	4.022232388400795	0.17564757184736768	0.2130733965823241	1
chr9	B3_petal	S1Y_petal	1.37552578167463	10.4539259071313	0.546937242979958	8.16515661702292	1.37552578167463	8.16515661702292	6.789630835348289	0.40664703627891635	0.685337499165283	0.8912359308635998
chr9	B3_petal	S5_labellum	1.37552578167463	10.4539259071313	1.37552578167463	34.2180647122457	1.37552578167463	10.4539259071313	9.07840012545667	0.21656003729599904	0.27642199479913393	1
chr8	B3_petal	S5_petal	29.7654166759164	48.6426320060186	36.9263780194074	42.8294993264242	36.9263780194074	42.8294993264242	5.9031213070167965	0.23821796263148354	0.3127114462482977	1
chr9	B3_petal	S5_petal	1.37552578167463	10.4539259071313	1.37552578167463	10.4539259071313	1.37552578167463	10.4539259071313	9.07840012545667	0.5	1	1
chr9	B3_petal	S9_bract	1.37552578167463	10.4539259071313	0	6.51521604320608	1.37552578167463	6.51521604320608	5.139690261531451	0.32960220425716763	0.4916516825535693	0.7888748780466004
chr8	B3_petal	S9_labellum	29.7654166759164	48.6426320060186	12.2702783722152	42.3156153195737	29.7654166759164	42.3156153195737	12.550198643657303	0.25653196857923033	0.3450477461539227	0.6648331559604748
chr9	B3_petal	S9_labellum	1.37552578167463	10.4539259071313	1.37552578167463	8.16515661702292	1.37552578167463	8.16515661702292	6.789630835348289	0.4278811184651144	0.747888476110404	1
chr8	B3_petal	S9_petal	29.7654166759164	48.6426320060186	35.7380312179653	41.6974416005708	35.7380312179653	41.6974416005708	5.959410382605498	0.23994444541459412	0.3156932989529676	1
chr9	B3_petal	S9_petal	1.37552578167463	10.4539259071313	0	8.16515661702292	1.37552578167463	8.16515661702292	6.789630835348289	0.39374886148760707	0.649481438424644	0.8315371221653115
chr2	B3_petal	STAE	2.39027566795576	32.2073524149975	0.545071631783923	95.9445214017259	2.39027566795576	32.2073524149975	29.817076747041742	0.23812413246423597	0.3125497769530781	1
chr2	B3_petal	STAL	2.39027566795576	32.2073524149975	17.0482162934954	112.730484831628	17.0482162934954	32.2073524149975	15.159136121502101	0.12079055940137164	0.13738542129293882	0.5084045042412179
chr2	B3_petal	STATL	2.39027566795576	32.2073524149975	31.7515297290852	42.4326536454264	31.7515297290852	32.2073524149975	0.45582268591230246	0.011255381188439845	0.011383506897836225	0.04267553578466897
chr8	B3_petal	STIW	29.7654166759164	48.6426320060186	7.49668893382306	84.6793336650558	29.7654166759164	48.6426320060186	18.877215330102203	0.1965151241949443	0.24457849813046573	1
chr2	B3_petal	TUA	2.39027566795576	32.2073524149975	0	92.6147952452788	2.39027566795576	32.2073524149975	29.817076747041742	0.24354015226453452	0.32194722957681776	1
chr2	B3_petal	VFN	2.39027566795576	32.2073524149975	12.2963680734076	29.489869148048	12.2963680734076	29.489869148048	17.193501074640402	0.3657368590502719	0.5766326867152135	1
chr8	CLL	H3_labellum	36.9263780194074	47.5677356084361	36.9263780194074	41.6974416005708	36.9263780194074	41.6974416005708	4.771063581163396	0.309559642088598	0.4483510248807342	1
chr8	CLL	H4_bract	36.9263780194074	47.5677356084361	7.49668893382306	50.1258159152174	36.9263780194074	47.5677356084361	10.6413575890287	0.1997608558443078	0.24962644892242725	1
chr8	CLL	H4_labellum	36.9263780194074	47.5677356084361	10.9999726629396	41.6974416005708	36.9263780194074	41.6974416005708	4.771063581163396	0.11541361915743982	0.1304718472462909	0.4483510248807342
chr8	CLL	H4_petal	36.9263780194074	47.5677356084361	30.119663844323	41.9028730812813	36.9263780194074	41.9028730812813	4.976495061873898	0.22192156934361926	0.2852174801406691	0.46765603168948033
chr8	CLL	RALA	36.9263780194074	47.5677356084361	5.27410409109928	41.5950795950036	36.9263780194074	41.5950795950036	4.668701575596195	0.09941374859629261	0.11038781509415718	0.43873176298573524
chr8	CLL	S1B_labellum	36.9263780194074	47.5677356084361	7.49668893382306	42.3156153195737	36.9263780194074	42.3156153195737	5.3892373001663	0.11854825418944072	0.13449205217743024	0.5064426465400086
chr8	CLL	S1B_petal	36.9263780194074	47.5677356084361	37.5728472066028	41.5950795950036	37.5728472066028	41.5950795950036	4.022232388400795	0.2743006586103334	0.3779811320829721	1
chr8	CLL	S1R_bract	36.9263780194074	47.5677356084361	9.08645758631888	51.6900356736486	36.9263780194074	47.5677356084361	10.6413575890287	0.19985670850859208	0.24977614713993784	1
chr8	CLL	S1R_labellum	36.9263780194074	47.5677356084361	0.50434702352012994	42.8294993264242	36.9263780194074	42.8294993264242	5.9031213070167965	0.11145007135755966	0.1254291602136947	0.5547338539871028
chr8	CLL	S1R_petal	36.9263780194074	47.5677356084361	36.9263780194074	41.6974416005708	36.9263780194074	41.6974416005708	4.771063581163396	0.309559642088598	0.4483510248807342	1
chr8	CLL	S1V_petal	36.9263780194074	47.5677356084361	29.7654166759164	48.6426320060186	36.9263780194074	47.5677356084361	10.6413575890287	0.3604970205769015	0.5637143722177951	1
chr8	CLL	S1Y_labellum	36.9263780194074	47.5677356084361	3.56816191215158	42.623276817785	36.9263780194074	42.623276817785	5.696898798377596	0.11463386659867052	0.1294762271494158	0.5353545119328694
chr8	CLL	S1Y_petal	36.9263780194074	47.5677356084361	37.5728472066028	41.5950795950036	37.5728472066028	41.5950795950036	4.022232388400795	0.2743006586103334	0.3779811320829721	1
chr8	CLL	S5_petal	36.9263780194074	47.5677356084361	36.9263780194074	42.8294993264242	36.9263780194074	42.8294993264242	5.9031213070167965	0.356803096918802	0.5547338539871028	1
chr8	CLL	S9_labellum	36.9263780194074	47.5677356084361	12.2702783722152	42.3156153195737	36.9263780194074	42.3156153195737	5.3892373001663	0.1324569951325626	0.15268060994025573	0.5064426465400086
chr8	CLL	S9_petal	36.9263780194074	47.5677356084361	35.7380312179653	41.6974416005708	36.9263780194074	41.6974416005708	4.771063581163396	0.2874001726495866	0.40331215588164976	0.8005932256468387
chr8	CLL	STIW	36.9263780194074	47.5677356084361	7.49668893382306	84.6793336650558	36.9263780194074	47.5677356084361	10.6413575890287	0.12116684855950464	0.13787241453158663	1
chr2	COL	COLL	21.2915419990313	39.2974645971716	25.6790092917765	97.8154308592524	25.6790092917765	39.2974645971716	13.618455305395099	0.15107722604122942	0.17796345047584594	0.7563319919414543
chr6	COL	COLL	12.8615824058296	58.7370040425675	12.8615824058296	58.7370040425675	12.8615824058296	58.7370040425675	45.8754216367379	0.5	1	1
chr6	COL	H4_bract	12.8615824058296	58.7370040425675	3.48847204290306	77.2745518391483	12.8615824058296	58.7370040425675	45.8754216367379	0.3833766172692609	0.6217354515027692	1
chr2	COL	INFA	21.2915419990313	39.2974645971716	39.1636414082186	98.3785065029769	39.1636414082186	39.2974645971716	0.13382318895299505	0.0017329943523135254	0.0017360028354229133	0.007432176175566627
chr2	COL	LABL	21.2915419990313	39.2974645971716	17.1717607381977	112.730484831628	21.2915419990313	39.2974645971716	18.005922598140298	0.15855218259114082	0.18842782560109772	1
chr6	COL	LABL	12.8615824058296	58.7370040425675	13.8952121974912	22.1614404476487	13.8952121974912	22.1614404476487	8.266228250157502	0.15267780474784318	0.18018860547186233	1
chr6	COL	LABW	12.8615824058296	58.7370040425675	49.7745432855388	89.3582831413172	49.7745432855388	58.7370040425675	8.962460757028701	0.10487419488446008	0.11716140265995714	0.22641773591083178
chr2	COL	RAST	21.2915419990313	39.2974645971716	19.6048807932008	110.526660008141	21.2915419990313	39.2974645971716	18.005922598140298	0.16530159269345818	0.19803750821433092	1
chr6	COL	S1B_bract	12.8615824058296	58.7370040425675	53.5453465933964	86.772287290584	53.5453465933964	58.7370040425675	5.191657449171096	0.0656321416452122	0.07024229382288007	0.15624843395860785
chr6	COL	S1R_bract	12.8615824058296	58.7370040425675	0.555481851187793	79.346214667835	12.8615824058296	58.7370040425675	45.8754216367379	0.36798617746640716	0.5822438756026541	1
chr2	COL	S1U_bract	21.2915419990313	39.2974645971716	18.7298052779706	38.1277541239129	21.2915419990313	38.1277541239129	16.8362121248816	0.4501195056787401	0.8185769641353456	0.9350374596534416
chr2	COL	S1U_petal	21.2915419990313	39.2974645971716	1.34173894834407	49.654480535787	21.2915419990313	39.2974645971716	18.005922598140298	0.27150611097583804	0.37269511119651005	1
chr2	COL	STAE	21.2915419990313	39.2974645971716	0.545071631783923	95.9445214017259	21.2915419990313	39.2974645971716	18.005922598140298	0.1587748642074741	0.18874241561730185	1
chr6	COL	STAE	12.8615824058296	58.7370040425675	0	86.772287290584	12.8615824058296	58.7370040425675	45.8754216367379	0.345844055715076	0.5286874769488301	1
chr2	COL	STAL	21.2915419990313	39.2974645971716	17.0482162934954	112.730484831628	21.2915419990313	39.2974645971716	18.005922598140298	0.1583798846492105	0.18818452857819035	1
chr6	COL	STAL	12.8615824058296	58.7370040425675	12.8615824058296	58.4497972278816	12.8615824058296	58.4497972278816	45.588214822051995	0.4984299398875568	0.9937394185287247	1
chr2	COL	STATL	21.2915419990313	39.2974645971716	31.7515297290852	42.4326536454264	31.7515297290852	39.2974645971716	7.545934868086398	0.2630432820707819	0.35693179215451054	0.7064738624127156
chr6	COL	STYL	12.8615824058296	58.7370040425675	17.2652035061135	84.99749097812	17.2652035061135	58.7370040425675	41.471800536454	0.36504389413184557	0.5749120147962561	0.9040091416455256
chr2	COL	TUA	21.2915419990313	39.2974645971716	0	92.6147952452788	21.2915419990313	39.2974645971716	18.005922598140298	0.16277170270787103	0.19441734498741636	1
chr6	COL	TUA	12.8615824058296	58.7370040425675	33.0063829811282	87.6904224213103	33.0063829811282	58.7370040425675	25.7306210614393	0.25587469131081975	0.3438596810550065	0.5608803176826551
chr2	COL	VFN	21.2915419990313	39.2974645971716	12.2963680734076	29.489869148048	21.2915419990313	29.489869148048	8.198327149016702	0.23291083471222776	0.30362941526471915	0.47682709376212185
chr2	COLL	EFNSC40	25.6790092917765	97.8154308592524	45.0973745747932	86.1131841748897	45.0973745747932	86.1131841748897	41.015809600096496	0.3624834364896815	0.5685866959969811	1
chr6	COLL	H4_bract	12.8615824058296	58.7370040425675	3.48847204290306	77.2745518391483	12.8615824058296	58.7370040425675	45.8754216367379	0.3833766172692609	0.6217354515027692	1
chr2	COLL	INFA	25.6790092917765	97.8154308592524	39.1636414082186	98.3785065029769	39.1636414082186	97.8154308592524	58.6517894510338	0.4465261889809658	0.8067702212663673	0.9904909748114187
chr2	COLL	LABL	25.6790092917765	97.8154308592524	17.1717607381977	112.730484831628	25.6790092917765	97.8154308592524	72.1364215674759	0.43016404132139796	0.7548910081401486	1
chr6	COLL	LABL	12.8615824058296	58.7370040425675	13.8952121974912	22.1614404476487	13.8952121974912	22.1614404476487	8.266228250157502	0.15267780474784318	0.18018860547186233	1
chr2	COLL	LABW	25.6790092917765	97.8154308592524	55.9416856271949	96.4938907432317	55.9416856271949	96.4938907432317	40.5522051160368	0.3598606736944992	0.5621599219210583	1
chr6	COLL	LABW	12.8615824058296	58.7370040425675	49.7745432855388	89.3582831413172	49.7745432855388	58.7370040425675	8.962460757028701	0.10487419488446008	0.11716140265995714	0.22641773591083178
chr2	COLL	RAST	25.6790092917765	97.8154308592524	19.6048807932008	110.526660008141	25.6790092917765	97.8154308592524	72.1364215674759	0.442396771345063	0.7933899027310556	1
chr6	COLL	S1B_bract	12.8615824058296	58.7370040425675	53.5453465933964	86.772287290584	53.5453465933964	58.7370040425675	5.191657449171096	0.0656321416452122	0.07024229382288007	0.15624843395860785
chr6	COLL	S1R_bract	12.8615824058296	58.7370040425675	0.555481851187793	79.346214667835	12.8615824058296	58.7370040425675	45.8754216367379	0.36798617746640716	0.5822438756026541	1
chr2	COLL	S1U_bract	25.6790092917765	97.8154308592524	18.7298052779706	38.1277541239129	25.6790092917765	38.1277541239129	12.448744832136402	0.13600076972082956	0.15740843852011968	0.6417557305158299
chr2	COLL	S1U_petal	25.6790092917765	97.8154308592524	1.34173894834407	49.654480535787	25.6790092917765	49.654480535787	23.975471244010503	0.19905054228707114	0.24851823091990102	0.4962556554696126
chr2	COLL	STAE	25.6790092917765	97.8154308592524	0.545071631783923	95.9445214017259	25.6790092917765	95.9445214017259	70.2655121099494	0.419405775903564	0.7223733177095836	0.9740642879578317
chr6	COLL	STAE	12.8615824058296	58.7370040425675	0	86.772287290584	12.8615824058296	58.7370040425675	45.8754216367379	0.345844055715076	0.5286874769488301	1
chr2	COLL	STAL	25.6790092917765	97.8154308592524	17.0482162934954	112.730484831628	25.6790092917765	97.8154308592524	72.1364215674759	0.42984736397406254	0.75391629681864325	1
chr6	COLL	STAL	12.8615824058296	58.7370040425675	12.8615824058296	58.4497972278816	12.8615824058296	58.4497972278816	45.588214822051995	0.4984299398875568	0.9937394185287247	1
chr2	COLL	STATL	25.6790092917765	97.8154308592524	31.7515297290852	42.4326536454264	31.7515297290852	42.4326536454264	10.6811239163412	0.12897175174587053	0.14806839158704527	1
chr2	COLL	STAW	25.6790092917765	97.8154308592524	78.2333850415289	98.3785065029769	78.2333850415289	97.8154308592524	19.582045817723497	0.2121989422260297	0.2693560006451681	0.9720490320794507
chr2	COLL	STIW	25.6790092917765	97.8154308592524	87.4376648736552	112.730484831628	87.4376648736552	97.8154308592524	10.377765985597208	0.10651592707807865	0.11921413073402007	0.41030482179690386
chr6	COLL	STYL	12.8615824058296	58.7370040425675	17.2652035061135	84.99749097812	17.2652035061135	58.7370040425675	41.471800536454	0.36504389413184557	0.5749120147962561	0.9040091416455256
chr2	COLL	TUA	25.6790092917765	97.8154308592524	0	92.6147952452788	25.6790092917765	92.6147952452788	66.9357859535023	0.4062840156718058	0.6843070195112352	0.9279055503313404
chr6	COLL	TUA	12.8615824058296	58.7370040425675	33.0063829811282	87.6904224213103	33.0063829811282	58.7370040425675	25.7306210614393	0.25587469131081975	0.3438596810550065	0.5608803176826551
chr2	COLL	VFN	25.6790092917765	97.8154308592524	12.2963680734076	29.489869148048	25.6790092917765	29.489869148048	3.8108598562715024	0.04266050773981975	0.0445615250229599	0.22164536703303203
chr2	EFNSC40	INFA	45.0973745747932	86.1131841748897	39.1636414082186	98.3785065029769	45.0973745747932	86.1131841748897	41.015809600096496	0.40921414252638955	0.6926606948181194	1
chr2	EFNSC40	LABL	45.0973745747932	86.1131841748897	17.1717607381977	112.730484831628	45.0973745747932	86.1131841748897	41.015809600096496	0.30031813758292564	0.4292209841562373	1
chr2	EFNSC40	LABW	45.0973745747932	86.1131841748897	55.9416856271949	96.4938907432317	55.9416856271949	86.1131841748897	30.171498547694796	0.3698937463746705	0.587033923638242	0.744016224552069
