chr	trait.1	trait.2	start.1	end.1	start.2	end.2	overlap_start	overlap_end	overlap_len	frac_sum	jaccard	frac_small
chr6	COL	LABL	10.4164993978407	59.5181558938976	11.4417479682122	23.1991377870024	11.4417479682122	23.1991377870024	11.7573898187902	0.19319050380718636	0.23944996274686528	1
chr6	COL	LABW	10.4164993978407	59.5181558938976	48.6473334604727	89.3582831413172	48.6473334604727	59.5181558938976	10.870822433424898	0.12103893758536459	0.13770682543416976	0.26702453562609685
chr2	COL	STAE	17.8931139644137	42.4326536454264	0.10197987531197	96.4938907432317	17.8931139644137	42.4326536454264	24.539539681012698	0.2029210728030032	0.2545809026925279	1
chr2	COL	STAL	17.8931139644137	42.4326536454264	17.8931139644137	112.730484831628	17.8931139644137	42.4326536454264	24.539539681012698	0.20556353459238658	0.25875390109001983	1
chr6	COL	STAL	10.4164993978407	59.5181558938976	9.71650099817456	59.387413222563	10.4164993978407	59.387413222563	48.970913824722295	0.4957946771975123	0.9833190067129257	0.9973373063015685
chr2	COL	STATL	17.8931139644137	42.4326536454264	29.489869148048	42.4326536454264	29.489869148048	42.4326536454264	12.942784497378398	0.34530368063034983	0.5274257245906201	1
chr6	COL	STYL	10.4164993978407	59.5181558938976	11.2041671771479	85.7756988926664	11.2041671771479	59.5181558938976	48.3139887167497	0.39065855271795824	0.6411160023013119	0.983958427566075
chr6	COL	TUA	10.4164993978407	59.5181558938976	28.4226192440776	89.151797660977	28.4226192440776	59.5181558938976	31.095536649819998	0.28312210022316586	0.394937687870281	0.6332889533435012
chr2	COL	VFN	17.8931139644137	42.4326536454264	8.21172986843419	31.7515297290852	17.8931139644137	31.7515297290852	13.858415764671498	0.2882405602236347	0.4049690725762623	0.5887227523899702
chr2	COLL	EFNSC40	25.3189802638361	100.287735682909	42.4326536454264	87.4376648736552	42.4326536454264	87.4376648736552	45.005011228228796	0.3751237665191784	0.6003169050446715	1
chr2	COLL	INFA	25.3189802638361	100.287735682909	38.4900950838706	98.3785065029769	38.4900950838706	98.3785065029769	59.888411419106305	0.44408771756987103	0.7988449465958456	1
chr2	COLL	LABL	25.3189802638361	100.287735682909	17.8931139644137	112.730484831628	25.3189802638361	100.287735682909	74.9687554190729	0.4414961760135685	0.7904980360963373	1
chr6	COLL	LABL	5.01773564678791	59.387413222563	11.4417479682122	23.1991377870024	11.4417479682122	23.1991377870024	11.7573898187902	0.17779995820223674	0.21624902598335094	1
chr2	COLL	LABW	25.3189802638361	100.287735682909	42.4326536454264	98.3785065029769	42.4326536454264	98.3785065029769	55.945852857550506	0.4273461426041665	0.7462555906766092	1
chr6	COLL	LABW	5.01773564678791	59.387413222563	48.6473334604727	89.3582831413172	48.6473334604727	59.387413222563	10.740079762090296	0.11295760316245247	0.1273418311967556	0.26381304897792074
chr6	COLL	RALA	5.01773564678791	59.387413222563	6.31045465914472	9.71650089817456	6.31045465914472	9.71650089817456	3.4060462390298403	0.05895289602857467	0.06264606285889464	1
chr6	COLL	RAST	5.01773564678791	59.387413222563	6.31045465914472	10.4164992978407	6.31045465914472	10.4164992978407	4.1060446386959795	0.07021793802967091	0.07552085687786873	1
chr2	COLL	STAE	25.3189802638361	100.287735682909	0.10197987531197	96.4938907432317	25.3189802638361	96.4938907432317	71.1749104793956	0.41535150406215615	0.7104294408487005	0.9493943187602645
chr2	COLL	STAL	25.3189802638361	100.287735682909	17.8931139644137	112.730484831628	25.3189802638361	100.287735682909	74.9687554190729	0.4414961760135685	0.7904980360963373	1
chr6	COLL	STAL	5.01773564678791	59.387413222563	9.71650099817456	59.387413222563	9.71650099817456	59.387413222563	49.67091222438844	0.4774185951828424	0.9135774652178509	1
chr2	COLL	STATL	25.3189802638361	100.287735682909	29.489869148048	42.4326536454264	29.489869148048	42.4326536454264	12.942784497378398	0.14722509137797907	0.17264238181664684	1
chr2	COLL	STAW	25.3189802638361	100.287735682909	77.4628939185688	98.3785065029769	77.4628939185688	98.3785065029769	20.91561258440811	0.21813370646244215	0.2789910605757094	1
chr2	COLL	STIW	25.3189802638361	100.287735682909	73.6637326578619	112.730484831628	73.6637326578619	100.287735682909	26.624003025047102	0.23347116689397704	0.30458236769507707	0.681500292284996
chr6	COLL	STYL	5.01773564678791	59.387413222563	11.2041671771479	85.7756988926664	11.2041671771479	59.387413222563	48.183246045415096	0.37368383862883886	0.5966377074012468	0.8862154089154207
chr6	COLL	TUA	5.01773564678791	59.387413222563	28.4226192440776	89.151797660977	28.4226192440776	59.387413222563	30.964793978485396	0.2690278171005988	0.3680411148253276	0.5695232224860949
chr2	COLL	VFN	25.3189802638361	100.287735682909	8.21172986843419	31.7515297290852	25.3189802638361	31.7515297290852	6.4325494652490995	0.06529939909263004	0.06986130000263185	0.2732627084056781
chr6	COLL	VNG	5.01773564678791	59.387413222563	6.31045465914472	9.16173149323558	6.31045465914472	9.16173149323558	2.85127683409086	0.0498292428621087	0.05244240836479179	1
chr2	EFNSC40	INFA	42.4326536454264	87.4376648736552	38.4900950838706	98.3785065029769	42.4326536454264	87.4376648736552	45.005011228228796	0.42905465464256337	0.7514811323559464	1
chr2	EFNSC40	LABL	42.4326536454264	87.4376648736552	17.8931139644137	112.730484831628	42.4326536454264	87.4376648736552	45.005011228228796	0.3218266919789214	0.4745493344732443	1
chr2	EFNSC40	LABW	42.4326536454264	87.4376648736552	42.4326536454264	98.3785065029769	42.4326536454264	87.4376648736552	45.005011228228796	0.44581105506920116	0.8044387372701367	1
chr2	EFNSC40	STAE	42.4326536454264	87.4376648736552	0.10197987531197	96.4938907432317	42.4326536454264	87.4376648736552	45.005011228228796	0.31828847870978283	0.4668961412114401	1
chr2	EFNSC40	STAL	42.4326536454264	87.4376648736552	17.8931139644137	112.730484831628	42.4326536454264	87.4376648736552	45.005011228228796	0.3218266919789214	0.4745493344732443	1
chr2	EFNSC40	STAW	42.4326536454264	87.4376648736552	77.4628939185688	98.3785065029769	77.4628939185688	87.4376648736552	9.974770955086399	0.15131487504483002	0.1782933040717815	0.47690551327778263
chr2	EFNSC40	STIW	42.4326536454264	87.4376648736552	73.6637326578619	112.730484831628	73.6637326578619	87.4376648736552	13.773932215793295	0.16383541463181037	0.19593680179562792	0.3525742850218988
chr3	FNSC	STAE	7.12009034163517	34.7653091076506	14.493402758655	74.381830793741	14.493402758655	34.7653091076506	20.2719063489956	0.23158987532026962	0.30138837045750166	0.7332879699948721
chr2	INFA	LABL	38.4900950838706	98.3785065029769	17.8931139644137	112.730484831628	38.4900950838706	98.3785065029769	59.888411419106305	0.38706161658489846	0.6314853614294993	1
chr2	INFA	LABW	38.4900950838706	98.3785065029769	42.4326536454264	98.3785065029769	42.4326536454264	98.3785065029769	55.945852857550506	0.48298189837792965	0.934168256126126	1
chr2	INFA	STAE	38.4900950838706	98.3785065029769	0.10197987531197	96.4938907432317	38.4900950838706	96.4938907432317	58.0037956593611	0.3711522654325651	0.5902100699907417	0.9685312113798372
chr2	INFA	STAL	38.4900950838706	98.3785065029769	17.8931139644137	112.730484831628	38.4900950838706	98.3785065029769	59.888411419106305	0.38706161658489846	0.6314853614294993	1
chr2	INFA	STATL	38.4900950838706	98.3785065029769	29.489869148048	42.4326536454264	38.4900950838706	42.4326536454264	3.942558561555799	0.05413282745043372	0.05723089776392149	0.30461440212918456
chr1	INFA	STAW	64.3407748508903	118.923254448536	32.8386390639686	118.923254448536	64.3407748508903	118.923254448536	54.5824795976457	0.38802592464533003	0.634056147591627	1
chr2	INFA	STAW	38.4900950838706	98.3785065029769	77.4628939185688	98.3785065029769	77.4628939185688	98.3785065029769	20.91561258440811	0.25884370045108673	0.34924306871388083	1
chr1	INFA	STIW	64.3407748508903	118.923254448536	38.7492796980689	118.923254448536	64.3407748508903	118.923254448536	54.5824795976457	0.40504538251388106	0.6808004688245507	1
chr2	INFA	STIW	38.4900950838706	98.3785065029769	73.6637326578619	112.730484831628	73.6637326578619	98.3785065029769	24.714773845115005	0.24975729358397192	0.33290199484521926	0.6326293451573723
chr2	LABL	LABW	17.8931139644137	112.730484831628	42.4326536454264	98.3785065029769	42.4326536454264	98.3785065029769	55.945852857550506	0.37103499630484355	0.5899135788557719	1
chr2	LABL	STAE	17.8931139644137	112.730484831628	0.10197987531197	96.4938907432317	17.8931139644137	96.4938907432317	78.600776778818	0.4110289808424088	0.6978764106768887	0.8287954005902396
chr2	LABL	STAL	17.8931139644137	112.730484831628	17.8931139644137	112.730484831628	17.8931139644137	112.730484831628	94.8373708672143	0.5	1	1
chr6	LABL	STAL	11.4417479682122	23.1991377870024	9.71650099817456	59.387413222563	11.4417479682122	23.1991377870024	11.7573898187902	0.19140020849877634	0.23670573565623618	1
chr2	LABL	STATL	17.8931139644137	112.730484831628	29.489869148048	42.4326536454264	29.489869148048	42.4326536454264	12.942784497378398	0.12008504212669083	0.13647346377305336	1
chr2	LABL	STAW	17.8931139644137	112.730484831628	77.4628939185688	98.3785065029769	77.4628939185688	98.3785065029769	20.91561258440811	0.18069177969092728	0.22054188547353254	1
chr2	LABL	STIW	17.8931139644137	112.730484831628	73.6637326578619	112.730484831628	73.6637326578619	112.730484831628	39.066752173766105	0.2917516749040655	0.41193415440064307	1
chr6	LABL	STYL	11.4417479682122	23.1991377870024	11.2041671771479	85.7756988926664	11.4417479682122	23.1991377870024	11.7573898187902	0.13619294217775668	0.1576659289183336	1
chr2	LABL	VFN	17.8931139644137	112.730484831628	8.21172986843419	31.7515297290852	17.8931139644137	31.7515297290852	13.858415764671498	0.11707000327394465	0.13259262196102245	0.5887227523899702
chr2	LABW	STAE	42.4326536454264	98.3785065029769	0.10197987531197	96.4938907432317	42.4326536454264	96.4938907432317	54.061237097805304	0.35487744979130537	0.5500930787127251	0.966313575296746
chr4.2.9	LABW	STAE	8.42769452609775	30.8486772224266	11.8116442976674	28.6493296703628	11.8116442976674	28.6493296703628	16.8376853726954	0.4288908972431649	0.7509789200922203	1
chr2	LABW	STAL	42.4326536454264	98.3785065029769	17.8931139644137	112.730484831628	42.4326536454264	98.3785065029769	55.945852857550506	0.37103499630484355	0.5899135788557719	1
chr6	LABW	STAL	48.6473334604727	89.3582831413172	9.71650099817456	59.387413222563	48.6473334604727	59.387413222563	10.740079762090296	0.1188300344304864	0.13485483967180464	0.26381304897792074
chr2	LABW	STAW	42.4326536454264	98.3785065029769	77.4628939185688	98.3785065029769	77.4628939185688	98.3785065029769	20.91561258440811	0.2721209186442377	0.37385456680164486	1
chr2	LABW	STIW	42.4326536454264	98.3785065029769	73.6637326578619	112.730484831628	73.6637326578619	98.3785065029769	24.714773845115005	0.26012100012381406	0.35157235192152186	0.6326293451573723
chr6	LABW	STYL	48.6473334604727	89.3582831413172	11.2041671771479	85.7756988926664	48.6473334604727	85.7756988926664	37.128365432193696	0.32206424586350935	0.4750660278623795	0.9119994921087164
chr6	LABW	TUA	48.6473334604727	89.3582831413172	28.4226192440776	89.151797660977	48.6473334604727	89.151797660977	40.504464200504295	0.3992942927031373	0.6647086715722015	0.9949280112117511
chr6	RALA	RAST	6.31045465914472	9.71650089817456	6.31045465914472	10.4164992978407	6.31045465914472	9.71650089817456	3.4060462390298403	0.45340855089082377	0.8295200220014051	1
chr6	RALA	VNG	6.31045465914472	9.71650089817456	6.31045465914472	9.16173149323558	6.31045465914472	9.16173149323558	2.85127683409086	0.455670388243011	0.8371221745078252	1
chr6	RAST	STAL	6.31045465914472	10.4164992978407	9.71650099817456	59.387413222563	9.71650099817456	10.4164992978407	0.6999982996661398	0.013016696006959419	0.013188364944267793	0.1704799536442568
chr6	RAST	VNG	6.31045465914472	10.4164992978407	6.31045465914472	9.16173149323558	6.31045465914472	9.16173149323558	2.85127683409086	0.4098239308393991	0.6944096046155953	1
chr2	STAE	STAL	0.10197987531197	96.4938907432317	17.8931139644137	112.730484831628	17.8931139644137	96.4938907432317	78.600776778818	0.4110289808424088	0.6978764106768887	0.8287954005902396
chr2	STAE	STATL	0.10197987531197	96.4938907432317	29.489869148048	42.4326536454264	29.489869148048	42.4326536454264	12.942784497378398	0.11837765179786035	0.1342725170695407	1
chr2	STAE	STAW	0.10197987531197	96.4938907432317	77.4628939185688	98.3785065029769	77.4628939185688	96.4938907432317	19.030996824662907	0.16223168186136708	0.19364743014132596	0.909894307319972
chr2	STAE	STIW	0.10197987531197	96.4938907432317	73.6637326578619	112.730484831628	73.6637326578619	96.4938907432317	22.830158085369803	0.16853966791584296	0.20270319750958857	0.5843884330036677
chr7.5	STAE	TUA	10.6204912705596	45.162159194165	13.7324823070655	25.538308617141	13.7324823070655	25.538308617141	11.8058263100755	0.2547241551086091	0.3417850677097016	1
chr2	STAE	VFN	0.10197987531197	96.4938907432317	8.21172986843419	31.7515297290852	8.21172986843419	31.7515297290852	23.53979986065101	0.19627669544317802	0.24420928736339959	1
chr2	STAL	STATL	17.8931139644137	112.730484831628	29.489869148048	42.4326536454264	29.489869148048	42.4326536454264	12.942784497378398	0.12008504212669083	0.13647346377305336	1
chr2	STAL	STAW	17.8931139644137	112.730484831628	77.4628939185688	98.3785065029769	77.4628939185688	98.3785065029769	20.91561258440811	0.18069177969092728	0.22054188547353254	1
chr2	STAL	STIW	17.8931139644137	112.730484831628	73.6637326578619	112.730484831628	73.6637326578619	112.730484831628	39.066752173766105	0.2917516749040655	0.41193415440064307	1
chr6	STAL	STYL	9.71650099817456	59.387413222563	11.2041671771479	85.7756988926664	11.2041671771479	59.387413222563	48.183246045415096	0.3878163091247639	0.6334966365574111	0.9700495498803644
chr6	STAL	TUA	9.71650099817456	59.387413222563	28.4226192440776	89.151797660977	28.4226192440776	59.387413222563	30.964793978485396	0.28047797604710545	0.3898115230805883	0.62339893897261
chr2	STAL	VFN	17.8931139644137	112.730484831628	8.21172986843419	31.7515297290852	17.8931139644137	31.7515297290852	13.858415764671498	0.11707000327394465	0.13259262196102245	0.5887227523899702
chr2	STATL	VFN	29.489869148048	42.4326536454264	8.21172986843419	31.7515297290852	29.489869148048	31.7515297290852	2.261660581037198	0.06199288292852071	0.06608999206964082	0.17474296829212482
chr1	STAW	STIW	32.8386390639686	118.923254448536	38.7492796980689	118.923254448536	38.7492796980689	118.923254448536	80.1739747504671	0.48222455564762184	0.9313391759062222	1
chr2	STAW	STIW	77.4628939185688	98.3785065029769	73.6637326578619	112.730484831628	77.4628939185688	98.3785065029769	20.91561258440811	0.3486960320542846	0.5353814028710902	1
chr1	STAW	VFN	32.8386390639686	118.923254448536	52.3048591120826	62.5018674117262	52.3048591120826	62.5018674117262	10.1970082996436	0.10590814642977175	0.11845331775126501	1
chr1	STIW	VFN	38.7492796980689	118.923254448536	52.3048591120826	62.5018674117262	52.3048591120826	62.5018674117262	10.1970082996436	0.11283498259601049	0.12718601430677093	1
chr6	STYL	TUA	11.2041671771479	85.7756988926664	28.4226192440776	89.151797660977	28.4226192440776	85.7756988926664	57.353079648588796	0.42389341188570057	0.7357899052555187	0.9444073037653492
